ID;description
3002713;SE INSP NO DEST TUB VAR BBEOH/1'
3002714;SE INSP RECIPS SOMET-PRES BAT SEP/HOR36'
3002715;SE INSP RECIPS SOMET-PRES BAT SEP/VERT 2
3002716;SE INSP RECIPS SOMET-PRES EMC PULME ASP
3002717;SE INSP RECIPS SOMET-PRES EMC SEP/DORES
3002718;SE INSP,CALCUP VAR
3002719;SE INSP,ENSAY RECIPS SOMET-PRES
3002720;SE INSP YMANT CSGH/Ø 13.3/8'
3002721;SE INSP YMANT CSGH/Ø 5.1/2'
3002722;SE INSP YMANT CSGH/Ø 7'
3002723;SE INSP YMANT CSGH/Ø 9.5/8'
3002724;SE INSP YMANT TUBH/13 3/8 USADO
3002725;SE INSP YMANT TUBH/2 7/8 USADO
3002726;SE INSP YMANT TUBH/20 USADO
3002727;SE INSP YMANT TUBH/3 1/2 USADO
3002728;SE INSP YMANT TUBH/4 1/2 USADO
3002729;SE INSP YMANT TUBH/5 1/2 USADO
3002730;SE INSP YMANT TUBH/5 USADO
3002731;SE INSP YMANT TUBH/7 USADO
3002732;SE INSP YMANT TUBH/9 5/8 USADO
3002733;SE INST CAPACITORES JUEGO TRES C/VINC
3002734;SE INST SECCADOR BAD CARGA C/VINCCION
3002735;SE INSTAL SECCIONADOR XS O CAMBIO (x UN)
3002736;SE EXTIN 10KG
3002737;SE INST SUP: CONSTR E INST TRASL CERCOS,
3002738;SE INST RAD PICK-UP
3002739;SE INST RADMOVIL C/EXTENCION CABEZA CTRL
3002740;SE INST,AJ ANT VHF BASE C/CBL
3002741;SE INST,P/MCHA SIST PROT. CATODICA NUEVO
3002742;SE INT PROVEEDORESXPAGO FUERA TERMINO
3002743;SE INYEC. CENTRA. RASC ZK-32-RS VAR BBO
3002744;SE INYEC. CENTRA. STD ZK-32-ST VAR BBO D
3002745;SE INYEC CENTR CAÑ PROD TUB DIAM 2 3/8'
3002746;SE INYEC CENTR CAÑ PROD TUB DIAM 2 7/8'
3002747;SE DR ADIC CAM VAC 9M3 SAB DOM FER
3002748;SE DR ADIC CAM PBAHIDR-DESBLQ PZOS SAB-
3002749;SE DR ADIC P/MCHA O CORRIMIENTO
3002750;SE DR ADICHWAT-OIL LUN-VIE 08:00H-20:00
3002751;SE DR ADICHWAT-OIL SABADO, DOM,FER 08:0
3002752;SE DR OPER 8H FRACABLE-1/2 P/LIMP OTROS
3002753;SE TECNICO MAT.  SEG E HIGIENE (QHSE)
3002754;SE DR TALLERMOVIL, EQUIPADO P/TRAB CAMP
3002755;SE CAN COLEC. CGO. BASXC PULG DIAM EXTXD
3002756;SE CAN COLEC.CGO.XC PULG DIAM EXTXDIA AD
3002757;SE JUNK CATCHER, PESACDOR. CGO.XC/P Ø EX
3002758;SE JUNK CATCHER, PESC. CGO. BASXC PULG D
3002759;SE KG SPTE CAÑERÍA,ACC PINTA2
3002760;SE KG SOPTARIA SOLO P/VINCCION GASD, OLE
3002761;SE KMTRJE REC VEHC LIV P/TRASL PERS
3002762;SE KMTRJE REC VEHC PESADO AUTOBBA
3002763;SE SEMI/HIDRO COSTO X KM
3002764;SE KMTRO REC-P/TA TRAT SOLID
3002765;SE K RECORRI2
3002766;SE K RECORRI2CATRIEL-E/LOMAS-CATRIEL
3002767;SE K RECORRI2CATRIEL-MED-CATRIEL
3002768;SE KM UNID LIV 4X4 IDA UNICAMENTE
3002769;SE LAVO,DESCARTE VISUAL VAR, EXTCUP
3002770;SE LAVO,EXTRAXIONCUPS TUB 2.3/8'Y 2.7/8'
3002771;SE LAVO, INSP COMP, CAL,AC/D TUB
3002772;SE LAVO, INSP COMP, CAL,AC/D VAR
3002773;SE LIBRADO BBA APRISIONADA TUB SRBR260
3002774;SE LIH TPON RECUP P/CW2 P/CSG 4,5'/5
3002775;SE LIMP EXT AEROS GRAN PORTE
3002776;SE LIMPHIDROCINETICA INTCAMBIADOR CASCO,
3002777;SE LIMP INTNA QUIMICA
3002778;SE LIMP INTNA,EXT CAUDALIMMASICO
3002779;SE LIMP,CALIB CTRLADOR FOXBORO 43AP
3002780;SE LIMP,CALIBMASICOS. DIAM 1 1/2'
3002781;SE LIMP,CALIBMASICOS. DIAM 1'
3002782;SE LIMP,CALIBMASICOS. DIAM 2'
3002783;SE LIMP,CALIBMASICOS. DIAM 3'
3002784;SE LIMP,CALIBMASICOS. DIAM 4'
3002785;SE LIMP,CALIB REGISTRADOR 3 VAR
3002786;SE LIMP,CALIB VALV AREG .MOD. 201
3002787;SE LIMPES EXTIN ANHCAR1KG
3002788;SE LIMPES EXTIN ANHCAR10KG
3002789;SE LIMPES EXTIN ANHCAR2KG
3002790;SE LIMPES EXTIN ANHCAR2.1/2KG
3002791;SE LIMPES EXTIN ANHCAR20KG
3002792;SE LIMPES EXTIN ANHCAR25KG
3002793;SE LIMPES EXTIN ANHCAR3.1/2KG
3002794;SE LIMPES EXTIN ANHCAR5KG
3002795;SE LIMPES EXTIN ANHCAR7KG
3002796;SE LIMP,PINT PTESUP PZOS GRAL
3002797;LIMP Y VAPOR EQUIPOS - SERVICIO
3002798;SE LIMLUBPRE EXTIN AFFF10KG
3002799;SE LIMLUBPRE EXTIN AFFF100KG
3002800;SE LIMLUBPRE EXTIN AFFF5KG
3002801;SE LIMLUBPRE EXTIN AFFF50KG
3002802;SE LIMLUBPRE EXTIN HCFC10KG
3002803;SE LIMLUBPRE EXTIN HCFC2.1/2KG
3002804;SE LIMLUBPRE EXTIN HCFC25KG
3002805;SE LIMLUBPRE EXTIN HCFC5KG
3002806;SE LIMLUBPRE EXTIN PQS1KG
3002807;SE LIMLUBPRE EXTIN PQS10KG
3002808;SE LIMLUBPRE EXTIN PQS100KG
3002809;SE LIMLUBPRE EXTIN PQS2.1/2KG
3002810;SE LIMLUBPRE EXTIN PQS25KG
3002811;SE LIMLUBPRE EXTIN PQS250KG
3002812;SE LIMLUBPRE EXTIN PQS5KG
3002813;SE LIMLUBPRE EXTIN PQS50KG
3002814;SE LIMLUBPRE EXTIN PQS70KG
3002815;SE LITRO INHIBIDOR CORR ACI2
3002816;SE LOC PZO PEL.RN.EM-2005D ACTUAL: 30% A
3002817;SE LRV – VIS RTIME+APP VIEWER P/IOS/ANDR
3002818;SE M2 CTEL CIRCULAR,MED NO CONT
3002819;SE M2 CTEL VIN AADHES CALAND E IMP-FLUM
3002820;SE M2 CTEL RECT, CUAD O ROMB MED NO CONT
3002821;SE M2 CTEL RECT, CUAD O ROMBMED NO CONT.
3002822;SE M3 C/EX ARM PTS FIJ,CAM P/ALOJAR VALV
3002823;SE M3HORM CL'A'C/50 KG FE/M3 E/1M3,3M3
3002824;SE M3HORM CL'A'C/50 KG FE/M3H/1M3
3002825;SE M3HORM CL'A'C/50 KG FE/M3MÁS 3M3
3002826;SE M3HORM CL'B'C/25 KG FE/M3 E/1M3,3M3
3002827;SE M3HORM CL'B'C/25 KG FE/M3MÁS 3M3
3002828;SE M3HORM CL'C'E/1M3H/3M3
3002829;SE M-8041 SECUESTRANTE SH2
3002830;SE M.OB ITEM UNICO PERF
3002831;SE M.OB ITEM UNICO WORKOVER
3002832;SE M.OB P/APLICACION PINT PRIMER SUPMET
3002833;SE M.O. P/EJEC ARENADO INSP SUP MET
3002834;SE M.OB P/LA EXT PRFV APLICADO SOBRE/SUP
3002835;SE M.OB YMAT P/INST O REP NPLE 1'PRFV
3002836;SE M.OB YMAT P/INST O REP NPLE 1/2'PRF
3002837;SE M.OB YMAT P/INST O REP NPLE 1/4'PRF
3002838;SE M.OB YMAT P/INST O REP NPLE 3/4'PRF
3002839;SE M.OB YMAT P/SOLD O REP 10'PRFV
3002840;SE M.OB YMAT P/SOLD O REP 12'PRFV
3002841;SE M.OB YMAT P/SOLD O REP 14'PRFV
3002842;SE M.OB YMAT P/SOLD O REP 16'PRFV
3002843;SE M.OB YMAT P/SOLD O REP 2'PRFV
3002844;SE M.OB YMAT P/SOLD O REP 3'PRFV
3002845;SE M.OB YMAT P/SOLD O REP 4'PRFV
3002846;SE M.OB YMAT P/SOLD O REP 6'PRFV
3002847;SE M.OB YMAT P/SOLD O REP 8'PRFV
3002848;SERVICIO MANT. PREVENTIVO MED-RN
3002849;SE MANT CTRL ACCS,CAMARAS SEG
3002850;SERV MANTEN MOTCOMP 4500H
3002851;SERV MANT MOTCOMP 9000H - ADIC 4500H
3002852;SE MANT CALENTADOR PETR BAT
3002853;SE MANT CALENTADOR PETR PTC
3002854;SE MANT EQ AIRE AC/D
3002855;SE MANT LINS AEREAS MEDIA TENS PIQUETES
3002856;SERV MANT MOTCOMP JORNADA
3002857;SE MANTMOTES AIB CALL OUT LUN-VIER
3002858;SE MANTMOTES AIB CALL OUT SAB, DOM,FER
3002859;SE MANTMOTES AIBMES 4 DRS/MES
3002860;SE MANT SUBEST DISTRIBUCION
3002861;SE MANT SUBEST TRANSFA
3002862;SE MANT VALV TEATRO: DESARME, LIMP, LUBR
3002863;SE MANT GAB EXT, REMOCION OX/PINT
3002864;SE MANT SEMESTRAL UNID LACT
3002865;SE MANT SOFTWARE
3002866;SE MANT,CAMARA ESPUMA SIN PINT
3002867;SE MANT,GABMETALICO, C/PINT,NUMEROS INCL
3002868;SE MANT YHIDRANTE C/PINT INCLUIDA
3002869;SE MANT,LANZA CHORRO NIEBLA DESARM,ARM
3002870;SE MANT YMEITOR, C/BOLILLAS, O´RING,PIN
3002871;SE MAN VALV 4S150
3002872;SE MAOYT. 25MAYO-MED PCIA R.NEGRO
3002873;SE MART ELÉCTRICO C/UN OPER, GEN YMOV
3002874;SE MART NEUM C/UN OPER, COMP YMOV
3002875;SE MAYORES COST GENERACION ENERGIA ELEC
3002876;SE MC-SS-5199 ANTIC/GELANTE PZOS OIL
3002877;SE MED CAUDAL FLOW LOG TRACERS
3002878;SE MED ESPES CAÑS SIN AISL DIAM DE8'A 1
3002879;SE MED ESPES CAÑS SIN AISL DIAMH/6'INCLU
3002880;SE MED ESPES CAÑS SIN AISL DIAMMAY-12'
3002881;MEDICION FLEXION CIGÜEÑAL COMPRESOR
3002882;SE MED PRES ENSAY RECUP PRES
3002883;SE MED PRES GRADIENTES ESTATICOS
3002884;SE MED P/M DPA RES. 886-15 P/MUESTRAS AG
3002885;SE MED P/M EFLUENT CLOACALES RES.378-92
3002886;ANALISIS VIBRAC EQ ROTANTE INVESTIGACION
3002887;ANALISIS VIBRAC EQ ROTANTE MONITOREO
3002888;SE MED NIVEL ILUMINACIONXINST
3002889;WINDROCK MOTOR CON 6 CIL
3002890;SE MEIT OB,TAR INST,PZOS DEL AAA UB. PR
3002891;SE MEIT OB,TAR INST,PZOS DEL ABP UB. PR
3002892;SE MEIT OB,TAR INST,PZOS AEL UB. PR NEU
3002893;SE MEIT OB,TAR INST,PZOS AEL UB. PR RNE
3002894;SE MEIT REMOTO PZOS E INST
3002895;SE MET CTEL INDICADOR CAÑ ERFV, C/EX,PI
3002896;SE MET C/JUNTO ESTRUCTURA RETEN ANGULAR
3002897;MONTAJE DE ENLACES RADIOS SPREAD 900MHz
3002898;SE MET LINS 33KV GLOBAL S/CPP SIN SUBES
3002899;SE MET POSTMADH/2M ALTURA
3002900;SE MET POSTMETALH/2M ALTURA
3002901;SE MET PTESUP PZO PRODR SURG: ADJ 951/1
3002902;SE MET SUBEST 33/0,4 KV COMP. CERCO,MAL
3002903;SE MET TRAM LIN ROSC LOC P/C/EX ELEC
3002904;SE MET E INST SPTE, ARO YMANGA IND DIRE
3002905;SE MET LUBRICADOR INST/RETIRO BPV O TWC
3002906;SE MET PTESUP PZO PRODR C/SIST BBEOMEC:
3002907;SE MET PTESUP PZO PRODR SIST ELSUM: ADJ
3002908;SE MET VALV AXELSON,SEP/DOR SIN PROTECC
3002909;MONTAJE Y PROGRAM DE RADIOS EN VEHICULOS
3002910;SE MET/DESMET EQ AIRE AC/D
3002911;SE MOT ELEC BOBINADO,CBIO RODAMIENTO 1/3
3002912;SE MOV CONT INC VEHC,SEGURO,COMBE
3002913;SE MOV PERS TEC C/INSTRUMENTOS
3002914;SE MOVMED-R.NEGRO INC VEHC, SEGURO, COMB
3002915;SE MOVMEDS-R.NEGRO 1-4 PERSOS
3002916;SE MOV /DEMOV P/CHADA C/PLATO P/TUB
3002917;SE MOV /DESMOV EQ TESTING
3002918;SE MOV BASE NEUQ BORDEMET 160KM
3002919;SE MOV PIL 70 DEBASE AL PZO CGO.XMOV
3002920;SE MOV PIL ENSAYO DEBASE AL PZO
3002921;SE MOV TRAIL LAB DEBASE AL PZO
3002922;SE MOV TRAIL VIVIENDA DEBASE AL PZO
3002923;SE MOV DEL SEP/DOR DEBASE AL PZO CGO.XM
3002924;SE MOV EQ DISTANCIAMAYOR-30KM
3002925;SE MOV EQS PERF TERM PULL
3002926;MOV GRUA C/MAXIMA 80 TN
3002927;SE MOVMANIFOLD, LINS ALTA,BJA, LUM, GEN,
3002928;SE MOVMEDH/BJADA PALO
3002929;SE MOVILIZACIÓN USO EXC SOLD PRFV SEAMEN
3002930;SE MOV,DESMOV-YAC
3002931;SE MOV,DESMOV EQ FRACT,TERCEROS
3002932;SE MOV,DESMOV P/METMED BOCA PZO
3002933;SE MOV,DESMOV P/TEND LIN
3002934;SE MOV/DESMOV EQS TORRE
3002935;SE MOV SUELOS BLANS
3002936;SE MOV SUELOS TERRS BLANS ARCILLAS, LIMO
3002937;SE MOV DEL EQ LOCMULTIPAD
3002938;SE MTJE ACC.AO KIT DESP/FINADOR, 3'ERFV,
3002939;DRILL - MUESTRAS .ADIC. BOTELLAS 450 CC
3002940;DRILL- MUEST.AGUA SEC ECOLOGICA MDT
3002941;SE MX-2363 DISPERSANTE ASFALT,P/FINAS
3002942;SE MX-3-1449 DISP P/FINAS
3002943;SE MX-6-2960 FLUID PACKER
3002944;SE NROM ALOJ BUJE PERNO ZAPATA P/COMP 3R
3002945;SE NOTA CREDITO-RECIBIR IVA 21
3002946;SE NOTA CREDITO PROD QUIS
3002947;SE OB EDILICIA LLAVE ENMANO
3002948;SE OFICIAL CANISTA C/EQUIP,TJAS P/ARM CA
3002949;SE OPER ADIC
3002950;SE OPER ADIC SINMOV DR 8H-17H.
3002951;SE OPERMET C/MOV YHERR P/EQS PESAD AIB
3002952;SE OPER P/CARGA DESC VIAJE LARGA DIST
3002953;SE OPER P/MET EQS PESA2LUN-VIE 8H-17H
3002954;SE OPER TAR GRAL C/MOV YHERR
3002955;DRILL - OPT. GR AZIMITHAL AT RSS 2M FROM
3002956;SE OVERSHOT SERIE 150. CGO. BASXPULG DIA
3002957;SE OVERSHOT SERIE 150. CGO.XPULG DIAM EX
3002958;SE OVERSHOT SERIE 70. CGO. BASXPULG DIAM
3002959;SE OVERSHOT SERIE 70. CGO.XPULG DIAM EXT
3002960;SE PACKERHIDRA PHRP 5 1/2'X2 7/8'STD
3002961;SE PASON GAS ANALYZER C1, C2, C3, C4, GA
3002962;SE PATENTE AUTOMOVIL
3002963;SE PERF CSG REAMER XCDR510 5'X5 3/8'
3002964;SE PERF DEL PZO, ENTUBACION, BJADA ANODO
3002965;SE PERF PZO DISPERSOR
3002966;SE PERF SECINT 8 3/4'PZO 5 AL 8 SIN SC
3002967;SE PERF SECINT 8 3/4'PZO 5-8 C/CS
3002968;SE PERF SECINT 8 3/4'//PZO 1 AL 4 SIN SC
3002969;SE PERF SECINT 8 3/4'PZO 1-4 C/CS
3002970;SE PERF SECPROD 6 1/8'HORPZO 5 AL 8 SIN
3002971;SE PERF SECPROD 6 1/8'HORPZO 1 AL 4 SIN
3002972;SE PERF SECPROD 6 1/8'HORPZO 1-4 C/CS
3002973;SE PERF SECPROD 6 1/8'HORPZO 5-8 C/CS
3002974;SE PERF SECPROD 6 1/8'HORPZO 9 AD SIN CS
3002975;SE PERF SECPROD 6 1/8'HORPZO 9 AD C/CS
3002976;SE PERF SECPROD 6 1/8' SIN HERR DIR
3002977;SE PERF SECSUP 12 1/4'PZO 5 AL 8 SIN SC
3002978;SE PERF SECSUP 12 1/4'PZO 9 AD C/CS
3002979;SE PERF SECSUP 12 1/4'PZO 1A4 C/CS
3002980;SE PERF SECSUP 12 1/4'PZO 1 AL 4 SIN CS
3002981;SE PERF SECSUP 12 1/4'-. PZO 9 AD SIN CS
3002982;SE PERF SECSUP 12 1/4'PZO 5-8 C/CS
3002983;SE PERF SECSUP 12 1/4'PZO 5-8 TARIFM BMO
3002984;SE PERF SECINT 8 3/4 PZO 9 AD SIN CS
3002985;SE PERF SECSUP 8 3/4'PZO 9 AD C/CS
3002986;SE PERF SECSUP 8 3/4'PZO 5-8 TARIFM BMO
3002987;SE APERF SECSUP 8 3/4'PZO 5-8 TARIFAMETR
3002988;SE PERF SECVERT 6 1/8'HOYO PIL C/HTAS DI
3002989;SE PERF SECVERT 6 1/8'HOYO PIL SINHTAS D
3002990;SE PERS APOYO OPER BES OVERHEAD
3002991;SE PESC ARPON. CGO. BASH/8 1/2'P/DIA
3002992;SE PESC ARPON. CGO. P/DIA ADICH/8 1/2'
3002993;SE PESC CANGRED, PESC INTNO. CGO. BASXC
3002994;SE PESC CANGRED, PESC INTNO. CGO.XC/P Ø
3002995;SE PESC CIRC INVERSA. CGO. BASXC/P Ø EXT
3002996;SE PESC CIRC INVERSA. CGO.XC/P Ø EXTXDIA
3002997;SE PESC SCRUVEL,ESPIRALADO. CGO. BASH/9
3002998;SE PESC SCRUVEL,ESPIRALADO. CGO. P/DIA A
3002999;SE PINTADO EXT TQE API 160M3 9.2X2.5M
3003000;SE PINTADO EXT TQE API 80M3 4.5X4.9M
3003001;SE PINTADO INT TQE API 160M3 9.2X2.5M
3003002;SE PINTADO INT TQE API 400M3 7.6X9.5M
3003003;SE PINTADO INT TQE API 80M3 4.5X4.9M
3003004;SE PINT INT TAPAS CILMOT L7042GSI /L7042
3003005;SE GEST AMB AGUA AMARGA 1 P/TA
3003006;SE GEST AMB BJADA DEL PALO 2 P/TAS
3003007;SE GEST AMB E/LOMAS 22 P/TAS
3003008;SE P/CHUELA 1'X1/4'X1,00M P/ALAMBRADO
3003009;SE PIALTIM 1 COP PAPEL,2ARCH ELEC L0-100
3003010;SE PIALTIM 1 COP PAPEL,2ARCH ELEC L1000A
3003011;SE PIALTIM 1 COP PAPEL,2ARCH ELEC L>D
3003012;SE PLUS ZANJEO C/ZJADORA ANCHMIN0,60CM
3003013;SE PTAMECHA. BAR PESO. CGO. BASXMXPULG D
3003014;SE POSTMAD DUR 3'X3'X2,50M INC BUL
3003015;SE POSTMAD DUR 3'X3'X3,00M INC BUL
3003016;SE POSTMAD DUR 3'X3'X3,30M INC BUL
3003017;SE POSTMAD DUR 4'X4'X2,50M INC BUL
3003018;SE POSTMAD DUR 4'X4'X3,00M INC BUL
3003019;SE POSTMAD DUR 4'X4'X3,30M INC BUL
3003020;SE PZOS INT 1700-2699 FEE DIA
3003021;SE PZOS INT 1700-2699 FEEMES
3003022;SE PZOS INT 1700-2699 INTERV PULL CBIO B
3003023;SE PZOS INT 1700-2699 INTERV PULL P/CBIO
3003024;SE PZOS PROF. DE. 2700M. INTERV CBIO BB
3003025;SE PZOS PROF.DE2700M INT CBIO BB MOVTVG
3003026;SE PZOS PROF. DE. 2700M. FEE DIA
3003027;SE PZOS PROF. DE. 2700M. FEEMES
3003028;SE PZOS SOMEROSH/1699M. FEE DIA
3003029;SE PZOS SOMEROSH/1699M. FEEMES
3003030;SE PZOS SOMEROSH/1699M. INTERVES PULL P/
3003031;SE PREP SUP,APLICACION PINT
3003032;SE PROD DUAL INH CORR E INCRUSTACION
3003033;CORR23175A
3003034;SE PROD NACIONALES CEM INT 9 5/8'1250M
3003035;SE PROFUN LIN C/DUCCIÓN TERR BLAN.
3003036;SE PROFUN LIN C/DUCCIÓN TERR DUR.
3003037;SE PROV AL
3003038;SE PROV ANT COMP 1/4 ONDA, CROMADA BB
3003039;SE PROV ANT YAGUI 14 ELEMTENTOS 896-920M
3003040;SE PROV ANT YAGUI 9 EL SPREA 824-896MHZ
3003041;SE PROV BDA 4'S-900 RFX3.1/2'EU PIN
3003042;SE PROV BDA 2 ESP 2.1/16'5MX2.1/16'5M C/
3003043;SE PROV BDA 2 ESP 2.1/16'5MX2.9/16'C/C/E
3003044;SE PROV BRONCE SAE 64
3003045;SE PROV BRONCE SAE 68
3003046;SE PROV CBL ALIM C/PTAFUSIBLE
3003047;SE PROV CBL ANT REP BB C/C/ECTORMINI
3003048;SE PROV CBL ANT REP BB C/C/ECTORMINI,ACO
3003049;SE PROV CARRETEL ELEVR 7.1/16'3/5M PSIX7
3003050;SE PROV COBRE
3003051;SE PROV COLGADOR TB CUELLO EXT 7.1/16'PE
3003052;SE PROV COMPANYMAN SEMI SENIOR PERF
3003053;SE PROV COMPANYMAN SENIOR WORKOVER
3003054;SE PROV C/ECTOR N P/CBL BELD 9913/RG213
3003055;SE PROV CAJA BORNERA P/ANO2TQES
3003056;SE PROV CANOS PVC 1'
3003057;SE PROV C/EX BOCA PZO CAPILAR
3003058;ELO - VIANDAS CATRIEL
3003059;SE PROV DISP FRIO/CALOR P/BIDON EBONITA
3003060;SE PROVGAB EXTIN PQS10KG
3003061;SE PROV GRASA P/ENTUBAR
3003062;SE PROVHELIO
3003063;SE PROV LODO PZO TPO 2,5KM
3003064;SE PROV LODO PZO TPO 3KM
3003065;SE PROV LODO PZO TPO 3350M
3003066;SE PROVMANTAS ORGANICAS OLFIL NUEVAS LLA
3003067;SE PROVMANTAS ORGANICAS OLFIL REUTILIZAB
3003068;SE PROVMAT IMPTA2FRACT
3003069;SERV PROV MAT P/MONT INSTRUMENTACION
3003070;SE PROV MAT P/CONSTR PIPING
3003071;SERV PROV MAT P/MONT ELECT
3003072;SERV PROV MAT P/MONT SOPTERIA, PASARELAS
3003073;SE PROVMATXCONT P/PULL
3003074;SE PROV PUNTA ROSC 3 1/2'P/C/EX
3003075;SE PROV RESISTORES P/BORNERAS ANO2TK
3003076;SE PROV TPON,PACKER 5 1/2'7'EQS WORKOVER
3003077;SE PROV TRAB DIBUD TEC GAB
3003078;SE PROV TRABS DIBUD TEC AEL
3003079;SE PROV TRABS ING SIST AEL
3003080;SE PROV TRABS ING SIST GAB
3003081;SE PROV TRABS ING AEL
3003082;SE PROV TRABS ING GAB
3003083;SE PROV TRABS PROYECTO GAB
3003084;SE PROV TREP P/POZ T.1
3003085;SE PROV TREP P/POZ T.3
3003086;SE PROV TREP P/POZ T.4
3003087;SE PROV TREP P/POZ T.5
3003088;SE PROV E INST JT AISL 10'RF S150-300
3003089;SE PROV E INST JT AISL 10'RF S600-900
3003090;SE PROV E INST JT AISL 12'RF S150-300
3003091;SE PROV E INST JT AISL 12'RF S600-900
3003092;SE PROV E INST JT AISL 14'RF S150-300
3003093;SE PROV E INST JT AISL 16'RF S150-300
3003094;SE PROV E INST JT AISL 18'RF S150-300
3003095;SE PROV E INST. JTA AISL 2'RF S1500TP800
3003096;SE PROV E INST. JTA AISL 2'RF S150-300
3003097;SE PROV E INST. JTA AISL 2'RF S600-900
3003098;SE PROV E INST. JTA AISL 2'RTJ S600
3003099;SE PROV E INST. JTA AISL 3'RF S1500TP800
3003100;SE PROV E INST. JTA AISL 3'RF S150-300
3003101;SE PROV E INST. JTA AISL 3'RF S600-900
3003102;SE PROV E INST. JTA AISL 3'RTJ S600
3003103;SE PROV E INST. JTA AISL 4'RF S1500TP800
3003104;SE PROV E INST. JTA AISL 4'RF S150-300
3003105;SE PROV E INST. JTA AISL 4'RF S600-900
3003106;SE PROV E INST. JTA AISL 4'RTJ S600
3003107;SE PROV E INST. JTA AISL 6'RF 600-900
3003108;SE PROV E INST. JTA AISL 6'RF S1500TP800
3003109;SE PROV E INST. JTA AISL 6'RF S150-300
3003110;SE PROV E INST. JTA AISL 6'RTJ S600
3003111;SE PROV E INST. JTA AISL 8'RF S150-300
3003112;SE PROV E INST. JTA AISL 8'RF S600-900
3003113;SE PROV E INST RESISTH/10 OHM
3003114;SE PROV E INST TUBOS GASHELIO
3003115;SE PROV E INST TUBOS GAS PAT
3003116;SE PROV EMPQ 2DO TPO F 11X5.1/2'
3003117;SE PROV EMPQ 2DO TPO F 11X7'+BUJE EMP 7'
3003118;SE PROV EMPQ 2DO TPO F 11X7'
3003119;SE PROV EMPQ GOM PAG 2.3/8', 2.7/8'O 3.1
3003120;SE PROV EMPQ GOM TW8 2.3/8', 2.7/8'O 3.1
3003121;SE PROV ESP 1'X7' C/2 TUERC
3003122;SE PROV ESP 1.1/2X11.1/2' C/2 TUERC
3003123;SE PROV ESP 1.1/4'X8.1/2' C/2 TUERC
3003124;SE PROV ESP 1.1/8'X8.1/2' C/2 TUERC
3003125;SE PROV ESP 1.1/8'9.1/2' C/2 TUERC
3003126;SE PROV ESP 1.3/8'10.3/4' C/2 TUERC
3003127;SE PROV ESP 1.7/8'14.1/4' C/2 TUERC
3003128;SE PROV ESP 3/4'5.1/2' C/2 TUERC
3003129;SE PROV ESP 7/8'6.1/2' C/2 TUERC
3003130;SE PROV GRILÓN
3003131;SE PROV IRRAD AO C/ICO 1,35MT VHF
3003132;SE PROV IRRAD AO C/ICO 1,70MT VHF-BB
3003133;SE PROV JSELL P/COLG TUB CUEEXT
3003134;SE PROV KREP P/SERV INSTCOLG
3003135;SE PROV NIPL 2.7/8' EU 400MM
3003136;SE PROV NIPL UADP P/CONV BES P/PAG/CAB
3003137;SE PROV PANEL P/CERCO SUBEST TPO'A'3M
3003138;SE PROV PANEL P/CERCO SUBEST TPO'B'4MC/P
3003139;SE PROV POL QUI SECO CL ABC 55
3003140;SE PROV POL QUI SECO CL ABC 90
3003141;SE PROV POL QUI SECO CL BC PURP K
3003142;SE PROV SECD BES P/C/V-BES SOBRE/CABEZ
3003143;SE PROV SECD BES P/C/V-BES SOBRE/CARRETE
3003144;SE PROV TAPARMSURG 2.9/16'5M,AC
3003145;SE PROV VALVESC 2.7/8'EU H PT2.9/16'3/5M
3003146;SE PROV,COLOC CTELERIA AO/ERFV LIN COND
3003147;SE PROV,MET,DESMET ANDAMIO
3003148;SE PROV, TEND,C/EXES CBLHMW 35MM
3003149;SE PROV VALESF 2'LP 3M PSI
3003150;SE PBA ANCLAJES FUERA DR NORMA
3003151;SE PBA ANCLAJES SABDOM,FER
3003152;SE PHID ARMSURG C/COLOCACION SERV008
3003153;SE PHID EXTIN ANHCAR10KG
3003154;SE PHID EXTIN ANHCAR20KG
3003155;SE PHID EXTIN ANHCAR45KG
3003156;SE PHID EXTIN ANHCAR5KG
3003157;SE PHID EXTIN ANHCAR7KG
3003158;SE PHID EXTIN CK10KG
3003159;SE PHID EXTIN CK5KG
3003160;SE PHID EXTIN ESP10KG
3003161;SE PHID EXTIN ESP50KG
3003162;SE PHID EXTIN ESP5KG
3003163;SE PHID EXTIN ESP2.1/2KG
3003164;SE PHID EXTIN PQ1K
3003165;SE PHID EXTIN PQ10KG
3003166;SE PHID EXTIN PQ100KG
3003167;SE PHID EXTIN PQ2.1/2KG
3003168;SE PHID EXTIN PQ25KG
3003169;SE PHID EXTIN PQ5KG
3003170;SE PHID EXTIN PQ50KG
3003171;SE PHID EXTIN PQ70KG
3003172;SE PTA STANDARD 2M P/CERCO OLIMPICO
3003173;SE P/MCHA,PBA FUNC PZOS DISP NUEVOS
3003174;SE P/MCHA,PBA FUNC PZOS DISP REPERF
3003175;SE P/MCHA, PBA FUNC PZOS DISP REPERF
3003176;SE PUL DI SOL CON PZA VINC LIN C/EXSCH40
3003177;SE PUL DI SOL CON PZA VINC LIN C/EXSCH80
3003178;SE PULG SOLD INST NVA INT S/REV DEØ1.1/
3003179;SE PULG SOLD INST NVA INT S/REV DEØ2'H/
3003180;SE PUNTO ESCURRIMIENTO PETR DESHID
3003181;SE PUNTO INYEC CORRIENTE PROTECCION
3003182;SE REAC BRIDTEN T.A
