ID;description
3006126;DRILL - PERF.SECC.PROD.6 1/8 VorteXSlimp
3006127;DRILL - PERF.SECC.PROD.6 1/8 RSS+Slimp
3006128;DRILL - PERF. POZO PILOTO EN 6 1/8
3006129;DRILL - ELEMENTOS ENTUBACIÓN
3006130;DRILL - VALVULA INICIADORA KICK START
3006131;DRILL - SIST. REDUNDANTE KICK START
3006132;DRILL - MPD DURANTE CORONEO
3006133;DRILL - GYRO ON CALL C/CAB.REGISTRO
3006134;DRILL - DQ 1000
3006135;DRILL - GEOMECANICA PREDRILL
3006136;DRILL - GEOMECANICA TIEMPO REAL
3006137;DRILL - GEOMECANICA REPORTE FINAL
3006138;DRILL - CALCIMETRÍA POR MUESTRA
3006139;DRILL - MPD DURANTE CORONEO
3006140;GYRO ON CALL C/CAB.REGISTRO
3006141;DRILL - REGIST. ELECTRICO CBL/VDL S.SUP.
3006142;ALQUILER MES OFICINAS MODULAR BMO
3006143;ALQ MENS TK AGUA 20M3 BMO
3006144;DRILL-R.ADIC. FINAL PZO.P.VCAL.6 1/8QGEO
3006145;DRILL-R.ADIC.S.FIN P.PIL.VERT. 61/8 RTsc
3006146;DRILL - HERRAMIENTAS ADICIONALES DBR-LIH
3006147;FLUI - LODO BASE AGUA +160M3
3006148;FLUI - SIST.LODO AISLACION M/V 11,5-18,5
3006149;FLUI - VSAT Vibration System Analysis T.
3006150;FLUI - SCREEN PLUS
3006151;FLUI - PERFORM TOOL KIT (PTK) MPD IN.S
3006152;FLUI - FORM-A-BLOK
3006153;FLUI - RAPIDSLIDE
3006154;FLUI - MIX II
3006155;FLUI - OBTURANTES
3006156;FLUI - CARBONATO #200 DESINFECTANTE
3006157;FLUI - CLORURO DE POTASIO
3006158;FLUI - POLYPLUS RD
3006159;FLUI - POTASA CAUSTICA
3006160;FLUI - SODA CAUSTICA
3006161;FLUI - SODA ASH
3006162;FLUI - BENTONITA
3006163;FLUI - DUOVIS
3006164;FLUI - CARBONATO  CC40/250
3006165;FLUI - DEFOAM X
3006166;FLUI - ACIDO CITRICO
3006167;FLUI - HYDRASPEED
3006168;FLUI - SAFE COR C
3006169;FLUI - MYACIDE
3006170;FLUI - SAFE SCAV NA
3006171;FLUI - DIESEL
3006172;FLUI -  CLORURO CALCIO POWDER 94-97%
3006173;FLUI -  CARBOSAN 1516
3006174;FLUI -  CONQOR 404
3006175;FLUI -  G SEAL PLUS
3006176;FLUI -  HRP
3006177;FLUI - VERSAMOD
3006178;FLUI - VERSATHIN HF
3006179;FLUI - VERSATRIM
3006180;FLUI - VG 69
3006181;FLUI - PIPE LAX W EXPORT
3006182;FLUI - LIBROL
3006183;FLUI - CRUNCH LIFT
3006184;FLUI - SAFE LUBE
3006185;FLUI - HIDRAHIB
3006186;FLUI - DRILFLO
3006187;FLUI - UNITHIN
3006188;FLUI - IDCAP
3006189;FLUI - SULFATO DE POTASIO
3006190;HOMOG + FORM BIOPILAS + CARAC + INF INIC
3006191;TRAT SUELOS HTP <1% + INF LIBERACION
3006192;TRAT SUELOS HTP <0,5% + INF LIBERACION
3006193;LIBERACION SUELO POR AUT APLICACION
3006194;LIMP HIDROCINETICA INT AEROENFRIADORES
3006195;FABR TAPAS INTERCAMBIADORES C Y T
3006196;TRANSP PESADO HIDRO 15 TN
3006197;"REEMP TUB FUEG CALENT D.18"""
3006198;Consultoría de Seguridad Electrónica
3006199;ENVERUS SUSCRIPTION BUNDLE
3006200;CALIBRACION DE PANEL CAMERON
3006201;MOVILIDAD MENSUAL
3006202;SERV PORTACONTENEDOR - 12HS
3006203;SERV PORTACONTENEDOR - 24HS
3006204;EQ RESPIRAC ASIST + EQ AUTONOM - DIA
3006210;Serv pick up L a D Chañar- MDLM
3006211;TALONARIO PERMISO DE TRABAJO
3006212;SE CALIB VALV SEG VPV 4' S-150
3006213;SE MANT VALV DIAF 8'S150
3006214;SE MANT VALV DIAF 4'S150
3006215;SERVICIOS DE CONSULTORÍA x MES
3006216;Asesoría en estimación de reservas noc
3006217;Certificación de reservas
3006218;"CNTR ONOFF NF15 1/2""x2 7/8"" SIN PER 316L"
3006219;"NIPLE R 2,25""x2 7/8"" AISI 316L"
3006220;SHEAROUT 2 7/8 CON BOLA AISI 316L
3006221;"PJ 2 7/8"" 4FT AISI 316L"
3006222;PKR MEC JML 5 1/2x2 7/8 AISI 316L
3006223;NIPLE F2,312X2 7/8 ISI 316L
3006224;NIPLE N 1125 2 7/8 EUE PIN PIN
3006225;RED 3 1/2 BOX-2 7/8 PIN AISI 316L
3006226;PKR HIDR PCS-5 5 1/2x2 7/8EUE 8RD BOXPIN
3006227;SHEAROUT 2 3/8 EUE BOX PIN AISI 316L
3006228;VF-1 2 3/8 EUE 8RD BOX PIN AISI 316L
3006229;VF-1 2 7/8 EUE 8RD BOXPIN AISI 316L
3006230;"JML-1 7""x2 7/8"" EUE 8RD BOXPIN AISI 316L"
3006231;"T-CUP 5 1/2""x 2 3/8 EUE 8RD BOXPIN 316L"
3006232;"T-CUP 7""x2 7/8"" EUE 8RD BOXPIN 316L"
3006233;"RED 3 1/2"" PINx2 7/8"" BOX AISI 316L"
3006234;"TPN CIEGO 2 7/8"" EUE BOXPIN 316L"
3006235;DR 2 7/8 EUE 8RD BOXPIN SAE 4140
3006236;Servicios de voluntariado
3006237;EJECUCION DE INGENIERIA
3006238;PARTICIPACION DEL KOM
3006239;REUNIONES DE TRABAJO
3006240;FACILITADOR HAZOP
3006241;VIATICOS HAZOP PERSONAL CONTRATISTA
3006242;DESEMULSIONANTE EMBR18081A
3006243;SERV MANTEN PREDICTIVO COMPR GRUPO 4500
3006244;SERV MANTEN PREDICTIVO COMPR GRUPO 9000
3006245;SERV MANTEN PREDICTIVO COMPR GRUPO 18000
3006246;SERV MANTEN PREDICTIVO MOTOR GRUPO 4500
3006247;SERV MANTEN PREDICTIVO MOTOR GRUPO 9000
3006248;SERV MANTEN PREDICTIVO MOTOR GRUPO 18000
3006249;RED TARIFAS FORM AJUSTE SEP-OCT-NOV-D 19
3006250;ACEITE p/MOTOCOMPRESORES
3006251;Data Hub Updates - Almac.-Entrega datos
3006252;ADQUISICION LICENCIA SOFTWARE
3006253;PLUG CATCHER
3006254;Equipo control de torque
3006255;Control de torque por conexión
3006256;Operador equipo control de torque
3006257;Stand By equipo control de torque
3006258;EVENTOS VARIOS IDEA
3006259;RETROACTIVOS
3006260;SERVICIO POLICIA ADICIONAL - FRP
3006261;SE instalación ARBOL PRODUCCIÓN T-D
3006262;SE INSPECCIÓN Y MANT. FASTLOCK 11 10K
3006263;POLIZA DE SEGURO
3006264;SE REC/SALAR EXTR
3006265;MANIPULADOR TELESC 7TN - MENSUAL
3006266;MANIPULADOR TELESC 7TN - HR ADIC
3006267;CARRO SUJETATUBOS 3TN - MENSUAL
3006268;SE IN-OUT SILOBOLSA ARENA FRAC
3006269;FLETE BATEAS ULTIMA MILLA ARENA
3006270;TIERRA CONTAMINADA C/HC
3006271;TRAT TIERRA CONT DSPS18HS-SAB-DOM-FER
3006272;sponsoreo
3006273;Multas
3006274;programa HERRAMIENTAS GESTION
3006275;SE HOSTING ESTMETEOROLOGICAS MENSUAL
3006276;FracStack+Zipper Manifold4 wells(36days)
3006277;FracStack+Zipper Manifold6 wells(54days)
3006278;POST FRAC SERV BOMBEO COMBUSTIBLE X 12HS
3006279;LIMPIEZA DE PILETA
3006280;ALQ TRAILER DEPOSITO 12M - MES
3006281;DIA INGENIERO INSTRUMENT/AUTOMATIZACION
3006282;DIA AYUDANTE INSTRUMENT/AUTOMATIZACION
3006283;DIA AYUDANTE MONTADOR
3006284;DIA PICK-UP
3006285;ADICIONALES MONTAJE LINEA DE VENTEO
3006286;MOVIMIENTO JAULAS DE POZOS
3006287;Data Entry Neuquen
3006288;Data Entry Pcia de Buenos Aires
3006289;Supervisión Senior técnico-operativa
3006290;Consult Auditoria Prof S.Sr back office
3006291;Consult Auditoria Prof S.Sr areas operat
3006292;Consult Auditoria Prof Sr back office
3006293;Consult Auditoria Prof Sr areas operativ
3006294;SE CTRL SOLID DIA OPER NABORS - OPC 2
3006295;DIA STAND BY SERV NABORS - OPC 2
3006296;ADIC GENER OPERAT SERV NABORS - OPC 2
3006297;ADIC GENER STANDBY SERV NABORS - OPC 2
3006298;SE CTRL SOLID DIA OPER NABORS - OPC 3
3006299;ADIC GENER STANDBY SERV NABORS - OPC 3
3006300;DIA STAND BY SERV NABORS - OPC 3
3006301;SE CTRL SOLID DIA OPER NABORS - OPC 3
3006302;ADIC GENER OPERAT SERV NABORS - OPC 3
3006303;PTA MARCH 3ER DECANT SERV NABORS
3006304;CAPACITACION INTR ACT HIDROCARBURIFERA
3006305;CAPACITACION SIST EXTRACCION ARTIFICIAL
3006306;CAPACITACION INSTALACIONES SUPERFICIE
3006307;CAPACITACION GAS LIFT
3006308;SOLVENTE ORGANICO (QLQ-76902)
3006309;SOLVENTE ORGANICO CITRICO (QLQ-76901)
3006310;SOLVENTE AROMATICO (QGO-520)
3006311;REDETERMINACION TARIFAS COMPL NOV 19
3006312;REDETERMINACION TARIFAS FORMULA DIC 19
3006313;REDETERMINACION TARIFAS FORMULA
3006314;FRAC - 3rd party
3006315;SE REC/SALARMAYORES COST
3006316;plan de biodiversidad +linea base+ capac
3006317;ASESORIA S/ FIGURA AUTOGENER DISTRIBUIDO
3006318;hono prof manual e informe precio transf
3006319;ASESORIA S/ FIGURA AUTOGENER DISTRIBUIDO
3006320;Viáticos Servicios de consultoría
3006321;Pileta acumulación Lodo b/ac. 75m3
3006322;Serv. sopor mensual post implem sap ehsm
3006323;Serv. Prof Presentación MMD
3006324;Viáticos
3006325;ALQUILER DE TRAILER (EVENTOS)
3006326;SE Workstation adicional
3006327;SE Adicional Wits - instalación
3006328;SE Adicional Wits por día operativo
3006329;SE WATER DRAW
3006330;SE ENL AGUILA MORA 5MBPS
3006331;Sierra Neumatica + moto compresor
3006332;SE Por cada corte
3006333;MONT LIN AE 13,2KV,LONG1400M,SET TIPO 2
3006334;MONT LIN AE 13,2KV,LONG350M,SET TIPO 2
3006335;MONT LIN AE 13,2KV,LONG4300M,SET TIPO 2
3006336;MONTAJE SET TIPO 1 13,2/0,38, 500KVA
3006337;MONT LIN AE 13,2KV,LONG300M,SET TIPO 1
3006338;ADICIONALES CONSTRUCCION LOC Y CAM
3006339;SE REC/SALAR CONT CONSTRUCCION LOC Y CAM
3006340;Maestranza eventual oficina Al rio
3006341;"SE MANT VALV VTL 2 1/2 "" S150 T.A"
3006342;ALQUILER SAPEP Eq. 11 a 20
3006343;ALQUILER SAPEP Eq. 21 a 30
3006344;REC. SALARIALES/MAYORES COSTOS WO
3006345;REPARACIÓN VALVULA DESCARGA 3ER ETAPA
3006346;REPARACIÓN CAJA PACKING 1ER ETAPA
3006347;REPARACIÓN VALVULA SUCCION 3ER ETAPA
3006348;REPARACIÓN VALVULA DESCARGA 3ER ETAPA
3006349;JORNADA RETROEXCAVADORA/RETROPALA + OPER
3006350;JORNADA DE CAMIÓN BATEA DE 25 M3
3006351;MUESTRAS DE SUELO (pH-HTP-MP-BTEX-PAHS)
3006352;Servicio de Implantación SAP EHSM
3006353;CARGO ADICIONAL POR ENVIO
3006354;SE GASTOS VARIOS Y OTROS REEMB.
3006355;TRAT LODOS BASE AGUA HS NOCT+SAB+DOM+FER
3006356;TRAT BARROS PILETA API
3006357;TRAT FONDOS TANQUES HS NOCT+SAB+DOM+FER
3006358;FLETE CADETERIA
3006359;MO INSPECCION Y SUP. TECNICA EN YAC
3006360;PICK UP
3006361;GASTOS GENERALES PERSONAL INSP TEC YAC
3006362;Aplic. revesti. resist ERO-COR Hasta 90C
3006363;Aplic. revesti. resist COR Hasta 50C
3006364;Aplic. revesti. resist CORROSI Hasta 90C
3006365;Aplic. revesti. resist ERO-COR Hasta120C
3006366;Aplic. revesti. resist CORROSI Hasta 90C
3006367;Aplic. revesti. resist ERO-COR Hasta180C
3006368;Aplic. revesti. resist CORROSI Hasta600C
3006369;Parches en frio para sellado de fugas
3006370;Refuerzos no metálicos ductos y equipos
3006371;grampas y o parches metálicos
3006372;Transporte de personal
3006373;Transporte de equipo
3006374;serv insp revestimiento y parches
3006375;servicio de lavado
3006376;servicio de arenado
3006377;servicio de arenado
3006378;servicio de arenado
3006379;servicio de hidrojet
3006380;servicio de sponjet
3006381;servicio de remoción de aislaciones
3006382;apertura y cierre de equipos
3006383;SERV TEC SOPORTE DE INGENIERIA - Bs As
3006384;SERV TEC SOPORTE DE INGENIERIA - Sitio
3006385;SER TEC SPRT PROGRAMACION PLC/SCADA BSAS
3006386;SER TEC SPRT PROGRAM PLC/SCADA SITIO
3006387;Integración SFSF-HCI-S4
3006388;Integración SFSF – HCI-  Concur
3006389;SE Frac Tank Lodo Base Aceite
3006390;CALIBRACION VALV SEG VSE 1 1/2' S-900
3006391;MANT VALV VTL 18'S150 TAREA A
3006392;REPARACION PORTPLA 3'S-150 TAREA C
3006393;REPARACION PORTPLA 4'S-150 TAREA C
3006394;REPARACION PORTPLA 6'S-150 TAREA C
3006395;"REP VALV RET 4"" S300 TAREA C"
3006396;"REP VALV RET 4"" S600 TAREA C"
3006397;MNT/DSMNT VALV SEG VSE 4' S-150-TAREA B
3006398;"SE VALV DE DIAFRAGMA 6"" S150 TAREA C"
3006399;"SE VALV ESFERICA 2"" S600 TAREA C"
3006400;"SE VALV ESFERICA 2"" S150 TAREA C"
3006401;"válvula esférica 4"" s600"
3006402;"válvula esférica 10"" s150"
3006403;"válvula de globo 3""S600"
3006404;"Válvula de globo 1"" S600"
3006405;"válvula globo 1"" S150"
3006406;"Válvula esclusa 4"" S-300"
3006407;"Válvula VPV 8"" Pefow"
3006408;"Válvula VSE 2"" Serie 600"
3006409;"VSE 1"" x 2"" S300"
3006410;"Válvula Automática Foxboro 2"" S600"
3006411;"Válvula de seguridad 2"" S600"
3006412;"Válvula de retención S600 Dn 6"""
3006413;FLETE BSAS ELO/MED - HASTA 20KG
3006414;FLETE BSAS ELO/MED - HASTA 50KG
3006415;FLETE BSAS ELO/MED - HASTA 100KG
3006416;FLETE BSAS ELO/MED - HASTA 200KG
3006417;FLETE BSAS ELO/MED - HASTA 500KG
3006418;FLETE BSAS ELO/MED - HASTA 1000KG
3006419;FLETE BSAS ELO/MED - HASTA 2000KG
3006420;FLETE BSAS ELO/MED - HASTA 5000KG
3006421;FLETE BSAS ELO/MED - HASTA 10000KG
3006422;FLETE BSAS ELO/MED - MAYOR A 10000KG
3006423;FLETE - SEGURO CARGA
3006424;FLETE ESPECIAL - ORIG/DEST A DEFINIR
3006425;PROVISION EQUIPAMIENTO ELECTRONICO
3006426;TRJT DE BLOQUEO DE CHAPA x 50 ud chapa18
3006427;CARGO ADICIONAL SAND PUMP
3006428;TRANSPORTE UNIDAD PESADA
3006429;TRANSPORTE x KM UNIDAD PESADA
3006430;FRAC - Diferencial actualización tarifas
3006440;SE Tratamiento DUAL
3006441;SE Equipos en Espera de Pulling
3006442;SE Skid de inyección manual
3006443;Inhibidor de corrosión - BCRW12128-10
3006444;Inhibidor de corrosión - BCRW9110-10
3006445;Desemulsionante - BDMO12515-10
3006446;Desemulsionante - BDMO12530-10
3006447;Desemulsionante - BDMO12530-10
3006448;Secuest. de sulfhídrico - BHSW12302-10
3006449;Reductor de fricción - BPAO12701-10
3006450;Dispersante paraf y asfalt. BPAO12704-10
3006451;Inhi. parafinas - BPAO12709F h/ 4500 L
3006452;Inhibidor de parafinas - BRE30304PAO-10
3006453;Emulsificante crudo asfalténico BPAW4-10
3006454;Inhibidor incrustaciones - BSCW12312-10
3006455;Inhibidor incrustaciones - BSCW12337-10
3006456;Inhibidor incrustaciones - BSCW4013-10
3006457;Inhibidor incrustaciones - BSCW4055-10
3006458;Removedor de incrustaciones BSRW12320-10
3006459;Biocida - BXC12350-10
3006460;Biocida - BXC12352-10
3006461;Biocida - BXC12354-10
3006462;Biocida - BXC12355-10
3006463;Biocida - BXC12356-10
3006464;Inhibidor de incrustaciones BSCW356-10
3006465;Sec. de H2S - BHSO3518-10
3006466;Disp. De parafinas - BPAO72A-10
3006467;Solvente Xileno - BPFR4722
3006468;ASESORAMIENTO ECON Y FINANCIERO
3006469;"DRILL - Registro CBL-VDL-GR Csg7"" h2800m"
3006470;Ancla hidráulica ATH 7 p/Csg 5 1/2
3006471;Reten Cemento Facil Molienda Tbg 9 5/8
3006472;Cargo fijo mensual Servicios BES
3006473;On call - Intervenciones de Pulling
3006474;SE CARGO FIJO TERCEROS BES
3006475;MARK UP SERVICIOS BES
3006476;Cargo profundidad Cortador tubería
3006477;seguro de personal
3006478;ALQ TRAILER BAÑO 4M
3006479;DTM TRAILER BAÑO 4M
3006480;RESIDUOS SOLIDOS ESPECIALES
3006481;ACTUALIZACION SIPG IAPG
3006482;OPERACION STD-BY TPF
3006483;DTM STD-BY TPF
3006484;SE EMERGENCIAS AMBIENTALES
3006485;NITROGENO.ALPHAGAZ 1 SMARTOP
3006486;NITROGENO.S INDUSTRIAL TUBO
3006487;ALQ MENS TRAILER HAB 12 M - COVID
3006488;SE TELEVISIÓN SATELITAL
3006489;OPERADOR INYEC TRAZADORES STAND BY
3006490;INYECCION TRAZADORES STAND BY
3006491;JORNADA SUPERVISOR CON HTAS.
3006492;DTM RETROEXCAVADORA AL SITIO
3006493;DTM EXCAVADORA
3006494;ARENA LIMPIA c/FLETE
3006495;SUMINISTRO TIERRA LIMPIA c/FLETE
3006496;MATERIAL DE REVESTIMIENTO c/FLETE
3006497;UNIDAD PRESIÓN/VACIO p/REMOCION RESID.
3006498;UNIDAD tipo GONDOLA p/REMOCION RESID.
3006499;DISPOS. AGUA CONTAMINADA C/HIDROC.
3006500;DISPOS. AGUA CONTAMINADA C/ADITIVOS
3006501;DISPOS. SOLIDOS CON HIDROCARBUROS
3006502;CAMION tipo PIPA AGUA LIMPIA 20M3
3006503;UNIDAD CAMION CONTRA INCENDIOS
3006504;Mantenimiento SFSF MENSUAL
3006505;CARGO ESTRUCTURA MMG
3006506;SERVICIO DE RIGLESS - CARGO DIARIO 24h
3006507;"STACK DE VALVULAS 5 1/8"" 5 KPSI"
3006508;"ALQUILER TAPON RECUPERABLE 5,5"""
3006509;"LIH Tapón TCM 404 5 1/2"""
3006510;"LIH Pescador Tapón TCM 5 1/2"""""
3006511;"LIH Pescador Tapón TCM 5 1/2"""
3006512;"LIH Pescador Tapón TCM 5 1/2"""
3006513;"STACK DE VALVULAS 5 1/8"""" 5 KPSI"
3006514;Levant. topográfico de localización
3006515;Levant. topográfico de Camino
3006516;Elaboración Planos p/Caminos y Localiz.
3006517;Levant. topográf. Ductos rec/tte/dist.
3006518;Elaboración Planos p/ductos rec/tte/dist
3006519;SE WO - Llave Entubar Tipo Ezquel TQ340
3006520;SE WO - MOVIL/DESMOV. BANDEJA HIDR.
3006521;SE WO - Cjto. Amelas/Sipider /Elevador 7
3006522;SE CT - Cargos por Kilometraje
3006523;SE CT - Cargos por equipo
3006524;SE CT - Cargos por Bombeo y Sist.Circul.
3006525;SE CT - Cargos Eq. a dispos. Stand By
3006526;CARGO POR OPERADOR HTAS. ENSAYO 12H
3006527;CARGO BASICO HTAS.ENS. TAPON 401
3006528;CARGO BASICO HTAS.ENS. PACKER M3
3006529;CARGO BASICO CABEZA ROTAT. STANDBY
3006530;Remote Visualization / Perf. Analit. RC
3006531;GENERACIÓN ENERGIA - otros cargos
3006532;QD-001
3006533;QLQ-13701
3006534;EXTENSIÓN DE CIRCUITO DE LODOS
3006535;EXTENSIÓN DE CIRCUITO DE LODOS - ADIC
3006536;SL - Hora Nocturna Lu-Vie.
3006537;SL - Cargo Mont-Desm. SAB/DOM/FE
3006538;SL -  Hora Nocturna Lu-Vie.
3006539;SL - Hora Diurna SAB/DOM/FER
3006540;SL - Hora Nocturna SAB/DOM/FER
3006541;SL - Memory piezoresistivo desvinculado
3006542;SL - Cargo por Km Eq. Torque base /pozo
3006543;SL - Operación cancelada Torque 
3006544;SL - TTe. Unidad de engrase base/pozO
3006545;SL - Cargo por Km hidrogrúa Base/Pozo
3006546;SL - Stand By Unidad Slick Line
3006547;SL - Limpieza y reparación de válvulas
3006548;SL - Calibración de válvulas
3006549;SL - Registro caudal- ILT
3006550;SL - Pressure guage
3006551;SL - Válvula cierre en fondo
3006552;"SL - Repuestos de válvulas de 1"""
3006553;SL - Repuestos de válvulas de 1 1/2
3006554;"SL - VALVULAS CIEGAS 1"""
3006555;"SL - VALVULAS CIEGAS 1 1/2"""
3006556;SL - Cargo alambre acero inoxidable
3006557;Reconocimiento salarial
3006558;SERVICO Y CONTENEDORES - COYUNTURA
3006559;Servicio Disp,Liben  CIEGO/A TAPONØ2.7/8
3006560;SERVICIO DE MESA DE AYUDA CITRIX
3006561;MONT LIN AE 33KV,LONG100M,SET TIPO 2
3006562;SE REPARACIÓN DE V. ESC. 2.1/16” 10K
3006563;SE REPARACIÓN DE V. ESC. 2.9/16” 10K
3006564;SE REPARACIÓN DE V. ESC. 3.1/16” 10K
3006565;SE REPARACIÓN DE V. ESC. 5.1/8” 10K
3006566;PUNTO DE ENTURBIAMIENTO
3006567;CARACTERIZACIÓN DE CRUDO + PRODUCCIÓN
3006568;BTEX´s EPA 5021/8260 D
3006569;PAH´s EPA 8270/525
3006570;MTBE EPA 8260
3006571;VOC´s TOTALES EPA 8259
3006572;VOC´s TOTALES Y DISCRIMINADOS EPA 8260
3006573;HIDROCARBUROS TOTALES TNRCC 1005
3006574;HC DISCRIMINADOS FR ALIF Y AROM - TNRCC
3006575;BACTERIAS POR ATP
3006576;DETERMINACIÓN RAS - PSI
3006577;MODELO 1 (BA + SR)
3006578;MODELO 2 (MODELO 1 + DETERM IN SITU)
3006579;MEDICIÓN O2 IN SITU POR KIT CHEMET
3006580;ITEM 1–INTERCONEXIONES INGRESO A EMC-11
3006581;ITEM 2 – GASODUCTO DE SALIDA DE EMC-11
3006582;ITEM 3–GASOLINODUCTO DE SALIDA DE EMC-11
3006583;ALQUILER MOTOCOMPRESOR A TORNILLO
3006584;DTM PULL FM COVID-19
3006585;DISPOSICION FINAL DE MATERIAL TRATADO
3006586;TRATAMIENTO DE RECORTE PERF BASE OIL
3006587;Expensas Río Limay
3006588;SE PULL FEE x DIA T. UNIFICADA
3006589;DIA TECNICO (12 HORAS)
3006590;DIA TECNICO AUXILIAR (12 HORAS)
3006591;UNIDAD LIVIANA (KM)
3006592;SERVICIO DE HIDROGRUA (12 HORAS)
3006593;SERVICIO DE HIDROGRUA (12 HS) ADICIONAL
3006594;ALQ BPV/TWC (TODAS LAS MEDIDAS)
3006595;PRUEBA HIDRAU INTEGR DE BRIDAS
3006596;SERV LUBR Y VALV BPV/TWC
3006597;SE ENGR VALV ARBOL DE PRODUCCION
3006598;TORQ HASTA 5 BRIDAS
3006599;OPERACION CANCELADA
3006600;TORQ POR BRIDA ADICIONAL
3006601;"GATE VALVE 5-1/8"" 15K MANUAL - NIVEL 1"
3006602;"GATE VALVE 5-1/8"" 15K MANUAL - NIVEL 3"
3006603;"GATE VALVE 5-1/8"" 15K ACT.HIDRA NIVEL 1"
3006604;"GATE VALVE 5-1/8"" 15K ACT.HIDRA NIVEL 3"
3006605;"GATE VALVE 5-1/8"" 10K MANUAL - NIVEL 1"
3006606;"GATE VALVE 5-1/8"" 10K MANUAL - NIVEL 3"
3006607;"GATE VALVE 5-1/8"" 10K ACT.HIDRAU. NIVEL1"
3006608;"GATE VALVE 5-1/8"" 10K ACT.HIDRAU. NIVEL3"
3006609;"GATE VALVE 2-9/16"" 10K MANUAL - NIVEL 1"
3006610;"GATE VALVE 2-9/16"" 10K MANUAL - NIVEL 3"
3006611;"GATE VALVE 2-9/16"" 10K ACT.HIDRAU NIVEL1"
3006612;"GATE VALVE 2-9/16"" 10K ACT.HIDRAU NIVEL3"
3006613;"GATE VALVE 2-1/16"" 10K MANUAL - NIVEL 1"
3006614;"GATE VALVE 2-1/16"" 10K MANUAL - NIVEL 3"
3006615;"GATE VALVE 2-1/16"" 5K MANUAL - NIVEL 1"
3006616;"GATE VALVE 2-1/16"" 5K MANUAL - NIVEL 3"
3006617;PANEL CTRL REACOND Y CALIBRACION
3006618;"BRIDA ADAPTADORA 11"" 10K X 5-1/8"" 15K"
3006619;"CRUZ 5-1/8"" 10K X 2-9/16"" 10K"
3006620;SERVICIO DE REPARACION DE VALVULAS
3006621;SE INSP,CLASIF TUB BOCA PZOH/300U
3006622;CAMBIO DE LECHO DE SILICA GEL HRU ELO
3006623;JORNADA ADICIONAL CAMBIO SILICA HRU
3006624;DATABOOK - CAMBIO SILICA HRU
3006625;SE IN SILOBOLSA ARENA FRAC
3006626;SE OUT SILOBOLSA ARENA FRAC
3006627;SOPORTE TECNICO - STORAGE NETAPP
3006628;SOPORTE TECNICO - VERITAS BACKUP EXEC
3006629;SOPORTE TECNICO - HS ADICIONALES
3006630;SE GESTION DE COMBUSTIBLE
3006631;Plan comunidad 22Gb
3006632;Plan comunidad 12Gb
3006633;Plan Internet 50GB
3006634;Variable Celulares
3006640;Servicio  de operadores -Spool Banding
3006641;SE PULLING FM - 20MAR-30ABR
3006642;CADETERIA PLOTTIER
3006643;SEGURO DE CARGA TRANSPORTADA
3006644;ACPC19610A
3006645;Plan PE47C
3006646;Plan PE53C
3006647;Plan PE50C
3006648;Plan PE54C
3006649;Plan PE55C
3006650;Plan PE56C
3006651;ESTABILIZACION DE BARROS C/HC
3006652;BARROS CONT C/HC +100TN/MES
3006653;BARROS CONT C/HC +350TN/MES
3006654;DISP FINAL EN RELL SEG +350TN/MES
3006655;Nasdaq BoardvantageEnd User License (
3006656;Nasdaq Boardvantage ADM USER LICENSE
3006657;Nasdaq Boardvantage - Setup and Initial
3006658;Tarifa Stand By al 15%
3006659;Tarifa Stand By al 35%
3006660;Tarifa Stand By al 45%
3006661;Serv auditoria lineas móviles
3006662;PEM  auditoria lineas móviles
3006663;Serv auditoria lineas móviles linea adic
3006664;Retroactivo
3006665;BALDE DE VELAS FOAM 19219 (AZULES) X 50U
3006666;BIOC10133NR
3006667;ADICIONAL VEHICULO
3006668;SE REV INT LINER POLIPROP ZPP TUB 2 7/8
3006669;SE REV INT LINER POLIPROP ZPP TUB 3 1/2
3006670;ALQUILER DE EQUIPO DE GENERACION JQ
3006671;MANTENIMIENTO DE EQUIPOS ELECTRICOS JQ
3006672;Control de Carga/Descarga Mín.x Interven
3006673;Control de Carga/Descarga
3006674;Control en rada
3006675;Presenciado de análisis
3006676;Inspector adicional
3006677;Muestreo de tanques
3006678;Gastos de traslado
3006679;Servicio de guarda
3006680;TRANSPORTE DE CRUDO AM
3006681;TRANSPORTE DE CRUDO AM -1
3006682;Medición de Espesores RSAP c/Aislación
3006683;INHIBIDOR DE INCRUSTACIONES (S-2340)
3006684;ESPUMIGENO SOLIDO ESB310 X BALDE
3006685;Protocolo respuestas a emergencias PRE
3006686;Diferencial O&M MC TPF
3006687;PUERTA DE LIMPIEZA REC MENOR a 0,5 m2
3006688;PUERTA DE LIMPIEZA REC MAYOR a 0,5 m2
3006689;"ENTRADA DE HOMB ESP IGUAL O MAYOR A 1"""
3006690;"ENTRADA DE HOMBRE ESPESOR MENOR A 1"""
3006691;REEMPL ENV TANQ ESP MAYOR A 6,35 mm
3006692;ALQ BAÑO QUIMICO - MES
3006693;LIMPIEZA BAÑO QUIMICO - SERVICIO
3006694;Planta de lodo por día FEB20 100%
3006695;Planta de lodo por día MAR20 100%
3006696;Planta de lodo por día FEB20 50%
3006697;Planta de lodo por día MAR20 50%
3006698;HY TORQUE POR JORNADA
3006699;Dif.Actualización tarifas Ener (ENE-MAR)
3006700;ALQ MENS TRAILER REUNION C/BAÑO 6 M
3006701;ALQ MENS TRAILER COMED C/BAÑO 6 M
